sigma_e,sigma_eta,delta,kappa,log10_kappa
0.08,0.005,0.8,115.28635720121906,2.061777916637358
0.08,0.005884519781214263,0.05,137.90050702082362,2.139565862955698
0.08,0.005884519781214263,0.125,30.201372168233114,1.4800266751278148
0.08,0.005884519781214263,0.2,8.375243946595235,0.92299746563333
0.08,0.005884519781214263,0.27499999999999997,29.755005648589478,1.4735600370458144
0.08,0.005884519781214263,0.35,41.53738420929741,1.6184391436377568
0.08,0.005884519781214263,0.425,38.04380085599793,1.5802838996514326
0.08,0.005884519781214263,0.49999999999999994,5.7997563774713035,0.7634097511246563
0.08,0.005884519781214263,0.5750000000000001,26.308738990413133,1.4201000323263056
0.08,0.005884519781214263,0.65,8.912487891102828,0.9499989528087808
0.08,0.005884519781214263,0.725,98.69274829349185,1.9942852429247295
0.08,0.005884519781214263,0.8,16.61997630333071,1.2206304002338895
0.08,0.006925514611100392,0.05,159.09149879170386,2.201646973320407
0.08,0.006925514611100392,0.125,71.74322785053432,1.8557809124311027
0.08,0.006925514611100392,0.2,13.642296076887265,1.134887470731196
0.08,0.006925514611100392,0.27499999999999997,13.979443550274183,1.1454898847247559
0.08,0.006925514611100392,0.35,28.759033941243622,1.4587742933577945
0.08,0.006925514611100392,0.425,12.466890100664486,1.0957581310596494
0.08,0.006925514611100392,0.49999999999999994,11.681321925129067,1.0674919928023505
0.08,0.006925514611100392,0.5750000000000001,14.910037240593713,1.1734787281856676
0.08,0.006925514611100392,0.65,7.341678519475526,0.8657953635138433
0.08,0.006925514611100392,0.725,43.77876395279257,1.6412634955585552
0.08,0.006925514611100392,0.8,18.307628286919435,1.2626320860483264
0.08,0.008150665544821734,0.05,289.8040115035213,2.4621043927355206
0.08,0.008150665544821734,0.125,197.29687171018517,2.2951201992421804
0.08,0.008150665544821734,0.2,35.22615301300236,1.5468652172246655
0.08,0.008150665544821734,0.27499999999999997,18.566281916778028,1.26872494064339
0.08,0.008150665544821734,0.35,20.01483504501469,1.301352015158831
0.08,0.008150665544821734,0.425,14.571333517907497,1.1634992987135397
0.08,0.008150665544821734,0.49999999999999994,52.97707148891927,1.7240879473293753
0.08,0.008150665544821734,0.5750000000000001,13.359487029276696,1.1257897826431529
0.08,0.008150665544821734,0.65,37.3458568202548,1.5722424278406166
0.08,0.008150665544821734,0.725,194.33469347667312,2.288550339665492
0.08,0.008150665544821734,0.8,39.61154203784768,1.597821749384667
0.08,0.009592550525713006,0.05,209.36298135558778,2.320899894084735
0.08,0.009592550525713006,0.125,56.96355317026618,1.7555970711153135
0.08,0.009592550525713006,0.2,37.38004420263034,1.5726398106048007
0.08,0.009592550525713006,0.27499999999999997,10.096968788127057,1.004191013765395
0.08,0.009592550525713006,0.35,13.551534500391984,1.131988475086451
0.08,0.009592550525713006,0.425,50.85990578055332,1.7063755512973449
0.08,0.009592550525713006,0.49999999999999994,34.957594057831734,1.5435415348501342
0.08,0.009592550525713006,0.5750000000000001,30.186984750666237,1.4798197353634246
0.08,0.009592550525713006,0.65,8.650635357295313,0.9370480059658596
0.08,0.009592550525713006,0.725,23.128873712300972,1.3641544848051128
0.08,0.009592550525713006,0.8,106.05183144899719,2.0255181729122262
0.08,0.011289510664171094,0.05,211.11692195788495,2.324523045332254
0.08,0.011289510664171094,0.125,123.95373376319114,2.093259613220242
0.08,0.011289510664171094,0.2,60.71324275797919,1.7832834296162554
0.08,0.011289510664171094,0.27499999999999997,27.191673618892334,1.4344359387784182
0.08,0.011289510664171094,0.35,35.272880249173234,1.5474409239501705
0.08,0.011289510664171094,0.425,143.5930111001181,2.157133302618558
0.08,0.011289510664171094,0.49999999999999994,8.951251144039825,0.9518837422407045
0.08,0.011289510664171094,0.5750000000000001,9.033476901061016,0.955854938388298
0.08,0.011289510664171094,0.65,24.556746017864853,1.3901708184906645
0.08,0.011289510664171094,0.725,29.27059205713307,1.4664315070099925
0.08,0.011289510664171094,0.8,9.172998890732405,0.9625113409894649
0.08,0.013286669764708835,0.05,110.18122444281745,2.042107594374244
0.08,0.013286669764708835,0.125,111.77160628810357,2.048331492293368
0.08,0.013286669764708835,0.2,30.28425888807716,1.4812169501387693
0.08,0.013286669764708835,0.27499999999999997,20.632296035809638,1.3145475605081391
0.08,0.013286669764708835,0.35,6.425143351777381,0.8078828216829234
0.08,0.013286669764708835,0.425,40.91195321836082,1.6118502140793232
0.08,0.013286669764708835,0.49999999999999994,11.743090647017304,1.0697824132912452
0.08,0.013286669764708835,0.5750000000000001,17.190746468211636,1.2352947353250159
0.08,0.013286669764708835,0.65,25.35264790411813,1.4040233250142033
0.08,0.013286669764708835,0.725,57.115521092609434,1.7567541434279388
0.08,0.013286669764708835,0.8,82.76717931255642,1.9178581547896936
0.08,0.015637134211378124,0.05,289.03894002432196,2.4609563559000156
0.08,0.015637134211378124,0.125,63.582176621650575,1.8033353911250205
0.08,0.015637134211378124,0.2,77.46603133730187,1.889111307193526
0.08,0.015637134211378124,0.27499999999999997,34.22966259102985,1.5344026182270945
0.08,0.015637134211378124,0.35,11.29718684930739,1.05297031180871
0.08,0.015637134211378124,0.425,26.52484005911318,1.4236527738493823
0.08,0.015637134211378124,0.49999999999999994,41.82963314870021,1.6214840557784833
0.08,0.015637134211378124,0.5750000000000001,45.886813114693304,1.661687896553588
0.08,0.015637134211378124,0.65,46.38756264972721,1.6664015539030523
0.08,0.015637134211378124,0.725,40.33117933044115,1.6056409214674385
0.08,0.015637134211378124,0.8,10.127882803963212,1.0055186672105467
0.08,0.018403405117671374,0.05,23.693749955425385,1.3746338009534795
0.08,0.018403405117671374,0.125,108.62459826507602,2.035928183274138
0.08,0.018403405117671374,0.2,62.14688564829459,1.7934193698296395
0.08,0.018403405117671374,0.27499999999999997,19.80002269274852,1.296665688005461
0.08,0.018403405117671374,0.35,42.634266483521536,1.6297587954089314
0.08,0.018403405117671374,0.425,33.95881702302461,1.530952552911105
0.08,0.018403405117671374,0.49999999999999994,38.46618853619243,1.585079155901165
0.08,0.018403405117671374,0.5750000000000001,8.45155010454629,0.926936370501272
0.08,0.018403405117671374,0.65,9.687990527605118,0.9862337055054707
0.08,0.018403405117671374,0.725,8.819625836307791,0.9454501610191558
0.08,0.018403405117671374,0.8,34.157108355604215,1.5334810974279591
0.08,0.021659040291327404,0.05,33.010842379967265,1.5186566069205445
0.08,0.021659040291327404,0.125,110.91608555232509,2.044994534066452
0.08,0.021659040291327404,0.2,42.19892934311104,1.6253014323295056
0.08,0.021659040291327404,0.27499999999999997,20.561018754742392,1.3130446292241078
0.08,0.021659040291327404,0.35,21.77262449512962,1.3379107825116152
0.08,0.021659040291327404,0.425,21.66057219732236,1.3356699249973971
0.08,0.021659040291327404,0.49999999999999994,42.77540971708304,1.631194178049868
0.08,0.021659040291327404,0.5750000000000001,11.327082840211515,1.0541180767192184
0.08,0.021659040291327404,0.65,35.85135677501936,1.5545055959523328
0.08,0.021659040291327404,0.725,47.94851819921714,1.6807751902794223
0.08,0.021659040291327404,0.8,38.78169010756187,1.588626731725506
0.08,0.02549061020728657,0.05,22.6278019758596,1.354642369415739
0.08,0.02549061020728657,0.125,158.62678657625125,2.2003765264870827
0.08,0.02549061020728657,0.2,56.1814690171903,1.7495930908235258
0.08,0.02549061020728657,0.27499999999999997,23.937583075430787,1.3790802985351969
0.08,0.02549061020728657,0.35,26.385339767123092,1.4213626910102666
0.08,0.02549061020728657,0.425,22.20695338857257,1.346488981002849
0.08,0.02549061020728657,0.49999999999999994,20.520409160133124,1.3121860160019845
0.08,0.02549061020728657,0.5750000000000001,48.43488070999383,1.6851582344526257
0.08,0.02549061020728657,0.65,38.48342333656981,1.5852736982424087
0.08,0.02549061020728657,0.725,22.73969729368174,1.3567846791486085
0.08,0.02549061020728657,0.8,19.502186679315518,1.2900833092865203
0.08,0.03,0.05,39.99411837866862,1.6019961277403578
0.08,0.03,0.125,26.04909159308678,1.4157925827991282
0.08,0.03,0.2,26.0204129362285,1.4153141844047528
0.08,0.03,0.27499999999999997,26.895415557434898,1.4296782588951142
0.08,0.03,0.35,33.931054963655335,1.5305973626740466
0.08,0.03,0.425,106.1370984171404,2.0258672106850244
0.08,0.03,0.49999999999999994,24.48987003732201,1.388986480419787
0.08,0.03,0.5750000000000001,95.04419784195065,1.9779256096587283
0.08,0.03,0.65,39.32722762827483,1.5946933319124188
0.08,0.03,0.725,33.81033215792527,1.5290494373627956
0.08,0.03,0.8,77.4999680974828,1.8893015237309552
0.085,0.005,0.05,124.58416397349704,2.095462842194659
0.085,0.005,0.125,178.93105737238898,2.2526857283527923
0.085,0.005,0.2,328.01103893576186,2.5158884597733104
0.085,0.005,0.27499999999999997,12.879679275333444,1.1099050485294502
0.085,0.005,0.35,35.76836415469729,1.5534990783979572
0.085,0.005,0.425,35.187555906233044,1.5463891022060567
0.085,0.005,0.49999999999999994,23.688559597141268,1.3745386538830986
0.085,0.005,0.5750000000000001,21.967229505397434,1.341775287398937
0.085,0.005,0.65,76.65977445960702,1.8845675371842843
0.085,0.005,0.725,229.53724790108691,2.360853170245032
0.085,0.005,0.8,111.104402719187,2.045731269010741
0.085,0.005884519781214263,0.05,445.8325226466085,2.6491717462679785
0.085,0.005884519781214263,0.125,211.6141745257789,2.3255447546304175
0.085,0.005884519781214263,0.2,35.94486190919328,1.5556368195043613
0.085,0.005884519781214263,0.27499999999999997,19.716746050235567,1.294835242804381
0.085,0.005884519781214263,0.35,18.454312916905906,1.2660978803660738
0.085,0.005884519781214263,0.425,16.528994981008708,1.2182464477958024
0.085,0.005884519781214263,0.49999999999999994,57.44664360823146,1.7592646595690171
0.085,0.005884519781214263,0.5750000000000001,7.942214510833597,0.8999416127219765
0.085,0.005884519781214263,0.65,53.85626242134108,1.7312362104547967
0.085,0.005884519781214263,0.725,218.50938761660714,2.3394700998991707
0.085,0.005884519781214263,0.8,63.1030687009839,1.8000504794897496
0.085,0.006925514611100392,0.05,258.4048404665771,2.4123006446490334
0.085,0.006925514611100392,0.125,202.34135406227915,2.3060846519533627
0.085,0.006925514611100392,0.2,30.571297257287785,1.4853138678961277
0.085,0.006925514611100392,0.27499999999999997,23.846002312557818,1.3774155817358946
0.085,0.006925514611100392,0.35,7.505350556233606,0.8753709818667392
0.085,0.006925514611100392,0.425,33.070699731692166,1.5194433841002086
0.085,0.006925514611100392,0.49999999999999994,30.802768325265273,1.4885897494342009
0.085,0.006925514611100392,0.5750000000000001,36.301531425684814,1.5599249466806122
0.085,0.006925514611100392,0.65,47.43432981347725,1.6760927689334648
0.085,0.006925514611100392,0.725,56.06148951690251,1.7486646324962916
0.085,0.006925514611100392,0.8,18.724432845741003,1.2724086719952494
0.085,0.008150665544821734,0.05,624.8875933004687,2.7958019021443907
0.085,0.008150665544821734,0.125,119.93223001882765,2.078935909023564
0.085,0.008150665544821734,0.2,16.217998125517454,1.2099972458864463
0.085,0.008150665544821734,0.27499999999999997,12.118961927177672,1.083465421100373
0.085,0.008150665544821734,0.35,8.074748563820576,0.9071290079015452
0.085,0.008150665544821734,0.425,17.628889007196854,1.2462249434253962
0.085,0.008150665544821734,0.49999999999999994,30.200272691290202,1.480010864407082
0.085,0.008150665544821734,0.5750000000000001,9.066128708338884,0.9574218802779937
0.085,0.008150665544821734,0.65,68.90559806371765,1.8382545065145999
0.085,0.008150665544821734,0.725,48.006874081998944,1.6813034282533539
0.085,0.008150665544821734,0.8,11.472656186104558,1.059663978792205
0.085,0.009592550525713006,0.05,235.4058784947044,2.37181730373229
0.085,0.009592550525713006,0.125,35.53824235007107,1.5506959446695778
0.085,0.009592550525713006,0.2,27.769211423341275,1.443563547040351
0.085,0.009592550525713006,0.27499999999999997,34.30042271414899,1.5352994722670008
0.085,0.009592550525713006,0.35,5.30592720269807,0.7247612871684728
0.085,0.009592550525713006,0.425,19.671681640835754,1.293841487327495
0.085,0.009592550525713006,0.49999999999999994,59.739709570006006,1.7762631069113908
0.085,0.009592550525713006,0.5750000000000001,35.65475171820353,1.5521174165855838
0.085,0.009592550525713006,0.65,30.785662704411738,1.4883485068237612
0.085,0.009592550525713006,0.725,17.130669577719882,1.2337743383435502
0.085,0.009592550525713006,0.8,16.64964932297185,1.2214050907731437
0.085,0.011289510664171094,0.05,173.37552381487572,2.238987786205733
0.085,0.011289510664171094,0.125,213.61421638599114,2.3296301523477907
0.085,0.011289510664171094,0.2,27.332135792438248,1.436673569732492
0.085,0.011289510664171094,0.27499999999999997,14.384636606096167,1.1578988949395426
0.085,0.011289510664171094,0.35,37.47700543004698,1.573764881651077
0.085,0.011289510664171094,0.425,10.130810046653778,1.0056441723816776
0.085,0.011289510664171094,0.49999999999999994,15.766751625395198,1.1977422262089048
0.085,0.011289510664171094,0.5750000000000001,15.006746259885235,1.176286539374689
0.085,0.011289510664171094,0.65,22.798392949370793,1.357904234815438
0.085,0.011289510664171094,0.725,25.073385601542338,1.3992129797019115
0.085,0.011289510664171094,0.8,18.860822668723664,1.2755606318103818
0.085,0.013286669764708835,0.05,122.46349298283519,2.088006642504061
0.085,0.013286669764708835,0.125,107.4670498759006,2.0312753270364583
0.085,0.013286669764708835,0.2,43.752865531136536,1.641006501783625
0.085,0.013286669764708835,0.27499999999999997,32.58591078009661,1.5130298640838769
0.085,0.013286669764708835,0.35,18.218689013764017,1.260517122660441
0.085,0.013286669764708835,0.425,38.47083378083765,1.5851315989008603
0.085,0.013286669764708835,0.49999999999999994,17.523325962102625,1.2436165396117458
0.085,0.013286669764708835,0.5750000000000001,13.302459381250992,1.1239319414907283
0.085,0.013286669764708835,0.65,14.816593871370028,1.1707483768628377
0.085,0.013286669764708835,0.725,39.40617930827244,1.5955643291621753
0.085,0.013286669764708835,0.8,44.05450558565574,1.6439903316112503
0.085,0.015637134211378124,0.05,51.685235116011405,1.7133664962186108
0.085,0.015637134211378124,0.125,194.83318173578905,2.289662922858594
0.085,0.015637134211378124,0.2,59.900606538329356,1.7774312199672055
0.085,0.015637134211378124,0.27499999999999997,23.275927999184407,1.3669070050944412
0.085,0.015637134211378124,0.35,9.121217700774503,0.9600528213793765
0.085,0.015637134211378124,0.425,41.91785207923655,1.622399020778285
0.085,0.015637134211378124,0.49999999999999994,12.83154761083442,1.1082790397195754
0.085,0.015637134211378124,0.5750000000000001,15.898265629334329,1.2013497489309128
0.085,0.015637134211378124,0.65,22.355179604218065,1.349378163392487
0.085,0.015637134211378124,0.725,84.07347076925743,1.9246589765812248
0.085,0.015637134211378124,0.8,17.982419965458874,1.2548481360582167
0.085,0.018403405117671374,0.05,59.560959903186834,1.7749616883631791
0.085,0.018403405117671374,0.125,106.28424547965645,2.026468893795849
0.085,0.018403405117671374,0.2,40.20569861924594,1.6042876128728836
0.085,0.018403405117671374,0.27499999999999997,31.492860509760927,1.4982121095785386
0.085,0.018403405117671374,0.35,15.109315351825478,1.1792447856056836
0.085,0.018403405117671374,0.425,19.300327250162344,1.28556467282823
0.085,0.018403405117671374,0.49999999999999994,25.137917074525912,1.4003292892403034
0.085,0.018403405117671374,0.5750000000000001,37.015035424877695,1.5683781693557066
0.085,0.018403405117671374,0.65,18.677317515151916,1.2713145018714496
0.085,0.018403405117671374,0.725,27.922237894030346,1.4459502229081294
0.085,0.018403405117671374,0.8,52.81123246729119,1.7227263028321413
0.085,0.021659040291327404,0.05,55.177103278714306,1.7417588968845255
0.085,0.021659040291327404,0.125,124.66275394309856,2.0957367167247614
0.085,0.021659040291327404,0.2,46.02779797457613,1.6630201982186286
0.085,0.021659040291327404,0.27499999999999997,13.435813343369363,1.128263961788577
0.085,0.021659040291327404,0.35,24.735488791763533,1.3933204967688593
0.085,0.021659040291327404,0.425,16.736458575373113,1.2236635669258054
0.085,0.021659040291327404,0.49999999999999994,37.146995366556006,1.5699236916229287
0.085,0.021659040291327404,0.5750000000000001,18.535707007381703,1.268009155973814
0.085,0.021659040291327404,0.65,23.098808582193506,1.3635895799127944
0.085,0.021659040291327404,0.725,36.170332322508465,1.558352498951518
0.085,0.021659040291327404,0.8,46.2709797056659,1.6653086950101663
0.085,0.02549061020728657,0.05,57.74481796404368,1.7615130166057507
0.085,0.02549061020728657,0.125,131.6804420789263,2.1195212758885162
0.085,0.02549061020728657,0.2,44.63384152334596,1.6496642670913413
0.085,0.02549061020728657,0.27499999999999997,40.208098008641784,1.6043135298577433
0.085,0.02549061020728657,0.35,32.745452687661185,1.5151509986858567
0.085,0.02549061020728657,0.425,35.89190073361756,1.5549964579505091
0.085,0.02549061020728657,0.49999999999999994,50.688526103618656,1.7049096632026568
0.085,0.02549061020728657,0.5750000000000001,37.69318080817551,1.5762627877321913
0.085,0.02549061020728657,0.65,6.653067913260534,0.8230219566647117
0.085,0.02549061020728657,0.725,45.47627693731801,1.6577849025468456
0.085,0.02549061020728657,0.8,32.27589905131187,1.5088783484624104
0.085,0.03,0.05,45.32688361374806,1.6563558607776774
0.085,0.03,0.125,58.96234841729438,1.7705747727539962
0.085,0.03,0.2,32.359123278125715,1.509996746542518
0.085,0.03,0.27499999999999997,32.37917945601401,1.510265838789171
0.085,0.03,0.35,31.839146691355346,1.5029614198633177
0.085,0.03,0.425,77.05136037489615,1.8867803107779326
0.085,0.03,0.49999999999999994,49.60615594142939,1.6955355741817624
0.085,0.03,0.5750000000000001,69.3310913176611,1.8409280363376443
0.085,0.03,0.65,168.94774397653757,2.227752396850291
0.085,0.03,0.725,169.17229113841785,2.2283292310957687
0.085,0.03,0.8,142.8095488220542,2.1547572470905836
0.09000000000000001,0.005,0.05,82.78617540741315,1.9179578193265332
0.09000000000000001,0.005,0.125,34.13831583836005,1.533242092052635
0.09000000000000001,0.005,0.2,229.4485987035333,2.3606854097004044
0.09000000000000001,0.005,0.27499999999999997,77.01072062186778,1.8865511872871772
0.09000000000000001,0.005,0.35,59.39185735091181,1.7737269071029
0.09000000000000001,0.005,0.425,126.02067702173616,2.10044180844856
0.09000000000000001,0.005,0.49999999999999994,181.8432615014146,2.259697212198681
0.09000000000000001,0.005,0.5750000000000001,236.46557721502614,2.373767928525682
0.09000000000000001,0.005,0.65,150.17034007988983,2.176584164281857
0.09000000000000001,0.005,0.725,46.92892771730722,1.6714406310977126
0.09000000000000001,0.005,0.8,14.103602129914531,1.149330047786735
0.09000000000000001,0.005884519781214263,0.05,142.42780023790135,2.1535947667695003
0.09000000000000001,0.005884519781214263,0.125,43.24995809551832,1.6359856910171573
0.09000000000000001,0.005884519781214263,0.2,11.08743168427659,1.0448309569224787
0.09000000000000001,0.005884519781214263,0.27499999999999997,62.62306528675857,1.7967343217373533
0.09000000000000001,0.005884519781214263,0.35,15.134743070300875,1.179975052706025
0.09000000000000001,0.005884519781214263,0.425,47.4772909866458,1.6764859305202158
0.09000000000000001,0.005884519781214263,0.49999999999999994,70.21396010505316,1.846423468167436
0.09000000000000001,0.005884519781214263,0.5750000000000001,19.90819143789238,1.299031808283586
0.09000000000000001,0.005884519781214263,0.65,27.887626703476936,1.445411556451764
0.09000000000000001,0.005884519781214263,0.725,32.67557095287165,1.5142231849141032
0.09000000000000001,0.005884519781214263,0.8,15.53922121673168,1.1914292493586374
0.09000000000000001,0.006925514611100392,0.05,234.30681702113864,2.3697849243272007
0.09000000000000001,0.006925514611100392,0.125,34.98154787034583,1.543839022314675
0.09000000000000001,0.006925514611100392,0.2,31.58810229066835,1.4995235357042294
0.09000000000000001,0.006925514611100392,0.27499999999999997,25.477514856012196,1.4061570635001635
0.09000000000000001,0.006925514611100392,0.35,63.957927324899565,1.8058943811851371
0.09000000000000001,0.006925514611100392,0.425,11.788362647356358,1.0714534876566104
0.09000000000000001,0.006925514611100392,0.49999999999999994,33.08666217065605,1.5196529571271529
0.09000000000000001,0.006925514611100392,0.5750000000000001,79.79655126195615,1.901984121923817
0.09000000000000001,0.006925514611100392,0.65,15.223051634197908,1.1825017204403048
0.09000000000000001,0.006925514611100392,0.725,14.519259940659005,1.1619444805597328
0.09000000000000001,0.006925514611100392,0.8,61.68982537559492,1.790213540895254
0.09000000000000001,0.008150665544821734,0.05,169.16978266299054,2.2283227913584707
0.09000000000000001,0.008150665544821734,0.125,115.16565581390383,2.061322985039438
0.09000000000000001,0.008150665544821734,0.2,31.582962041145198,1.4994528583448385
0.09000000000000001,0.008150665544821734,0.27499999999999997,58.1380102252878,1.7644601639503135
0.09000000000000001,0.008150665544821734,0.35,16.097955335193923,1.2067707180794536
0.09000000000000001,0.008150665544821734,0.425,15.853963432658682,1.2001378521535289
0.09000000000000001,0.008150665544821734,0.49999999999999994,43.031613455174586,1.6337876301063163
0.09000000000000001,0.008150665544821734,0.5750000000000001,11.752448027009569,1.0701283392788938
0.09000000000000001,0.008150665544821734,0.65,95.60355386869905,1.9804740365949096
0.09000000000000001,0.008150665544821734,0.725,62.24844297892122,1.7941284928903503
0.09000000000000001,0.008150665544821734,0.8,24.04652651434155,1.3810523520362277
0.09000000000000001,0.009592550525713006,0.05,236.26310505296024,2.3733959073160555
0.09000000000000001,0.009592550525713006,0.125,62.72835315085278,1.7974638858653174
0.09000000000000001,0.009592550525713006,0.2,21.39430950554858,1.3302982743315563
0.09000000000000001,0.009592550525713006,0.27499999999999997,28.585847499884697,1.4561510725015658
0.09000000000000001,0.009592550525713006,0.35,17.98376115617505,1.2548805260261988
0.09000000000000001,0.009592550525713006,0.425,36.66750313054897,1.5642813377341498
0.09000000000000001,0.009592550525713006,0.49999999999999994,27.249888151552177,1.4353647240341882
0.09000000000000001,0.009592550525713006,0.5750000000000001,9.920640236430355,0.9965397005993901
0.09000000000000001,0.009592550525713006,0.65,23.708537840854195,1.3749047708812052
0.09000000000000001,0.009592550525713006,0.725,43.67549292699922,1.640237815183708
0.09000000000000001,0.009592550525713006,0.8,23.048274488770026,1.3626384174455741
0.09000000000000001,0.011289510664171094,0.05,368.5008619536614,2.5664385080465792
0.09000000000000001,0.011289510664171094,0.125,120.8342702104026,2.0821901234615354
0.09000000000000001,0.011289510664171094,0.2,24.313510238848735,1.3858476642036575
0.09000000000000001,0.011289510664171094,0.27499999999999997,25.16423301949258,1.4007836980759656
0.09000000000000001,0.011289510664171094,0.35,24.654019307713693,1.3918877317619354
0.09000000000000001,0.011289510664171094,0.425,27.872154988969594,1.4451705483199309
0.09000000000000001,0.011289510664171094,0.49999999999999994,36.52238518233889,1.5625591324357098
0.09000000000000001,0.011289510664171094,0.5750000000000001,67.33037579252498,1.8282110384121677
0.09000000000000001,0.011289510664171094,0.65,13.88438391966397,1.1425266139223313
0.09000000000000001,0.011289510664171094,0.725,20.972219863705156,1.3216444020215352
0.09000000000000001,0.011289510664171094,0.8,32.442621974997934,1.511115946132752
0.09000000000000001,0.013286669764708835,0.05,262.222616535833,2.4186701465955567
0.09000000000000001,0.013286669764708835,0.125,160.98718292470753,2.206791300835247
0.09000000000000001,0.013286669764708835,0.2,31.744144762991432,1.5016636309940257
0.09000000000000001,0.013286669764708835,0.27499999999999997,16.787438400431995,1.22498443208621
0.09000000000000001,0.013286669764708835,0.35,24.68413755221904,1.3924179578526736
0.09000000000000001,0.013286669764708835,0.425,13.603902263230614,1.133663503098078
0.09000000000000001,0.013286669764708835,0.49999999999999994,29.329559156830378,1.4673055352889464
0.09000000000000001,0.013286669764708835,0.5750000000000001,19.478548025810525,1.289556580474817
0.09000000000000001,0.013286669764708835,0.65,11.806131958107247,1.0721076330574228
0.09000000000000001,0.013286669764708835,0.725,33.22215198086982,1.5214277606604358
0.09000000000000001,0.013286669764708835,0.8,12.013262677504937,1.0796609732982432
0.09000000000000001,0.015637134211378124,0.05,120.6084705298718,2.081377810086043
0.09000000000000001,0.015637134211378124,0.125,109.44555215450912,2.039198116621137
0.09000000000000001,0.015637134211378124,0.2,79.31993969574516,1.8993823753540535
0.09000000000000001,0.015637134211378124,0.27499999999999997,16.77793920750518,1.2247386164586325
0.09000000000000001,0.015637134211378124,0.35,49.04614480844654,1.6906048760540109
0.09000000000000001,0.015637134211378124,0.425,11.91133074700654,1.0759602840517715
0.09000000000000001,0.015637134211378124,0.49999999999999994,10.295650726921634,1.0126538009958321
0.09000000000000001,0.015637134211378124,0.5750000000000001,38.94885980119755,1.590494748547835
0.09000000000000001,0.015637134211378124,0.65,23.9787447361387,1.3798264444660329
0.09000000000000001,0.015637134211378124,0.725,18.02686415529779,1.2559201860404479
0.09000000000000001,0.015637134211378124,0.8,48.09352507456692,1.682086610393125
0.09000000000000001,0.018403405117671374,0.05,23.147381237596175,1.3645018645378346
0.09000000000000001,0.018403405117671374,0.125,202.09276634478633,2.3055507687712846
0.09000000000000001,0.018403405117671374,0.2,53.18529632565517,1.7257915832865316
0.09000000000000001,0.018403405117671374,0.27499999999999997,27.122411072559764,1.4333282939326595
0.09000000000000001,0.018403405117671374,0.35,8.619395356024219,0.9354768014682917
0.09000000000000001,0.018403405117671374,0.425,29.997436877507717,1.4770841481359998
0.09000000000000001,0.018403405117671374,0.49999999999999994,19.47261015929575,1.2894241693835027
0.09000000000000001,0.018403405117671374,0.5750000000000001,45.90068752918807,1.6618191907201867
0.09000000000000001,0.018403405117671374,0.65,22.22750287459026,1.3468906750830838
0.09000000000000001,0.018403405117671374,0.725,34.35719752213507,1.5360177316926793
0.09000000000000001,0.018403405117671374,0.8,30.84875065600622,1.4892375802269788
0.09000000000000001,0.021659040291327404,0.05,59.889619976712744,1.7773515573229752
0.09000000000000001,0.021659040291327404,0.125,56.309012487878256,1.7505779110237312
0.09000000000000001,0.021659040291327404,0.2,76.25239565799906,1.8822534926707009
0.09000000000000001,0.021659040291327404,0.27499999999999997,48.50053022148426,1.6857464864580594
0.09000000000000001,0.021659040291327404,0.35,14.806438306333018,1.1704506014020062
0.09000000000000001,0.021659040291327404,0.425,25.391952142849465,1.4046960908806854
0.09000000000000001,0.021659040291327404,0.49999999999999994,43.78594762309206,1.6413347532220988
0.09000000000000001,0.021659040291327404,0.5750000000000001,19.296979337000412,1.2854893318086444
0.09000000000000001,0.021659040291327404,0.65,24.96519813925696,1.397335017234488
0.09000000000000001,0.021659040291327404,0.725,54.82310403529641,1.7389636212661759
0.09000000000000001,0.021659040291327404,0.8,17.455779104200122,1.2419392374586364
0.09000000000000001,0.02549061020728657,0.05,36.51107904847459,1.5624246682790424
0.09000000000000001,0.02549061020728657,0.125,177.19783175513345,2.2484584034283337
0.09000000000000001,0.02549061020728657,0.2,37.83530090299899,1.5778971922481453
0.09000000000000001,0.02549061020728657,0.27499999999999997,22.989265976731843,1.3615251049211239
0.09000000000000001,0.02549061020728657,0.35,26.538891575330553,1.4238827801422023
0.09000000000000001,0.02549061020728657,0.425,17.34943942682929,1.2392854469788932
0.09000000000000001,0.02549061020728657,0.49999999999999994,25.08719819387456,1.3994521608409012
0.09000000000000001,0.02549061020728657,0.5750000000000001,5.860727025929534,0.767951493793608
0.09000000000000001,0.02549061020728657,0.65,26.779336182001682,1.4277998073262221
0.09000000000000001,0.02549061020728657,0.725,23.707605707071746,1.3748876956604945
0.09000000000000001,0.02549061020728657,0.8,33.317402461979405,1.5226711349795623
0.09000000000000001,0.03,0.05,30.240537488860866,1.4805895059552237
0.09000000000000001,0.03,0.125,39.58423379548692,1.5975222430205205
0.09000000000000001,0.03,0.2,46.09835274843843,1.6636854068420333
0.09000000000000001,0.03,0.27499999999999997,26.252408253992098,1.4191691493970655
0.09000000000000001,0.03,0.35,49.26186511275893,1.6925108507195927
0.09000000000000001,0.03,0.425,40.081980274389174,1.6029491699698322
0.09000000000000001,0.03,0.49999999999999994,15.076033243113637,1.1782870864112167
0.09000000000000001,0.03,0.5750000000000001,121.58159255305353,2.084867827751116
0.09000000000000001,0.03,0.65,13.12544944944171,1.118114183702408
0.09000000000000001,0.03,0.725,159.4741358335939,2.2026902574522613
0.09000000000000001,0.03,0.8,58.75787711426567,1.7690660966108191
0.095,0.005,0.05,210.97250947295385,2.32422586874786
