sigma_e,sigma_eta,delta,kappa,log10_kappa
0.030000000000000002,0.005,0.2,79.4642574988376,1.9001718297694112
0.030000000000000002,0.005,0.27499999999999997,34.569794291036736,1.5386967952631638
0.030000000000000002,0.005,0.35,30.92843404086375,1.490357931492721
0.030000000000000002,0.005,0.425,234.07363978195195,2.369352508349209
0.030000000000000002,0.005,0.49999999999999994,52.146331647555904,1.7172237624028268
0.030000000000000002,0.005,0.5750000000000001,59.28193064844313,1.7729223389711346
0.030000000000000002,0.005,0.65,56.748687808064226,1.7539558238509674
0.030000000000000002,0.005,0.725,83.24810760926763,1.9203743699357896
0.030000000000000002,0.005,0.8,40.08063199689102,1.602934560928011
0.030000000000000002,0.005884519781214263,0.05,188.85266469531152,2.27612311706561
0.030000000000000002,0.005884519781214263,0.125,237.1072384165345,2.3749448123348906
0.030000000000000002,0.005884519781214263,0.2,153.31125195540002,2.185574030149961
0.030000000000000002,0.005884519781214263,0.27499999999999997,131.58487044444328,2.1192059572093638
0.030000000000000002,0.005884519781214263,0.35,50.15776735520732,1.7003381967442432
0.030000000000000002,0.005884519781214263,0.425,122.58599943461819,2.088440872176723
0.030000000000000002,0.005884519781214263,0.49999999999999994,44.40107499086411,1.6473934849107628
0.030000000000000002,0.005884519781214263,0.5750000000000001,14.584942835594902,1.1639047312819306
0.030000000000000002,0.005884519781214263,0.65,30.689604517466734,1.4869912919186734
0.030000000000000002,0.005884519781214263,0.725,53.349135304034384,1.7271273846652733
0.030000000000000002,0.005884519781214263,0.8,40.796127451789445,1.6106189399001887
0.030000000000000002,0.006925514611100392,0.05,119.66587298136777,2.07797031340499
0.030000000000000002,0.006925514611100392,0.125,269.96275735595077,2.4313038553056177
0.030000000000000002,0.006925514611100392,0.2,124.78626242036906,2.0961667769856676
0.030000000000000002,0.006925514611100392,0.27499999999999997,108.68087561606919,2.036153128767708
0.030000000000000002,0.006925514611100392,0.35,121.73735123344846,2.0854238481216743
0.030000000000000002,0.006925514611100392,0.425,43.29915383493221,1.6364794093231012
0.030000000000000002,0.006925514611100392,0.49999999999999994,73.91963943833528,1.8687598398364649
0.030000000000000002,0.006925514611100392,0.5750000000000001,69.45778869131608,1.8417209526798055
0.030000000000000002,0.006925514611100392,0.65,76.26952039798411,1.8823510154438616
0.030000000000000002,0.006925514611100392,0.725,65.32942632307817,1.8151088445388797
0.030000000000000002,0.006925514611100392,0.8,80.4440126437064,1.9054937255939683
0.030000000000000002,0.008150665544821734,0.05,82.40726613437931,1.915965506635704
0.030000000000000002,0.008150665544821734,0.125,269.53607490726824,2.430616899707042
0.030000000000000002,0.008150665544821734,0.2,112.30606835065642,2.0504032235811462
0.030000000000000002,0.008150665544821734,0.27499999999999997,124.76368191978133,2.0960881828039977
0.030000000000000002,0.008150665544821734,0.35,35.950729927490656,1.5557077125287264
0.030000000000000002,0.008150665544821734,0.425,88.97409585473254,1.9492635834441263
0.030000000000000002,0.008150665544821734,0.49999999999999994,98.63828795526294,1.9940455256919463
0.030000000000000002,0.008150665544821734,0.5750000000000001,132.18444830837547,2.1211803627808545
0.030000000000000002,0.008150665544821734,0.65,70.78369185112334,1.849933210304284
0.030000000000000002,0.008150665544821734,0.725,66.02780415673838,1.8197268544671827
0.030000000000000002,0.008150665544821734,0.8,13.61683697525536,1.1340762379934044
0.030000000000000002,0.009592550525713006,0.05,31.494446469346315,1.4982339798101658
0.030000000000000002,0.009592550525713006,0.125,79.1867655168035,1.8986526040225775
0.030000000000000002,0.009592550525713006,0.2,85.7204855274563,1.9330846222542744
0.030000000000000002,0.009592550525713006,0.27499999999999997,63.30760581552546,1.801455889563691
0.030000000000000002,0.009592550525713006,0.35,56.37281055891236,1.7510696878235308
0.030000000000000002,0.009592550525713006,0.425,136.10373139906184,2.1338700319175747
0.030000000000000002,0.009592550525713006,0.49999999999999994,99.0367892750832,1.9957965522867362
0.030000000000000002,0.009592550525713006,0.5750000000000001,82.30237502248573,1.915412367949539
0.030000000000000002,0.009592550525713006,0.65,127.73759571060442,2.1063187375661023
0.030000000000000002,0.009592550525713006,0.725,113.71968458707025,2.055835646460852
0.030000000000000002,0.009592550525713006,0.8,152.9702640238854,2.1846070162721367
0.030000000000000002,0.011289510664171094,0.05,45.7533903603001,1.66042328113941
0.030000000000000002,0.011289510664171094,0.125,39.99181837956243,1.6019711514267467
0.030000000000000002,0.011289510664171094,0.2,84.93909093792564,1.9291076086354086
0.030000000000000002,0.011289510664171094,0.27499999999999997,79.08592696987742,1.8980992093752675
0.030000000000000002,0.011289510664171094,0.35,107.83260692114852,2.0327501046788803
0.030000000000000002,0.011289510664171094,0.425,141.95126270873388,2.1521392600883384
0.030000000000000002,0.011289510664171094,0.49999999999999994,101.99539976538713,2.00858058449171
0.030000000000000002,0.011289510664171094,0.5750000000000001,92.46599182200761,1.9659820324172317
0.030000000000000002,0.011289510664171094,0.65,203.29127941791398,2.3081187491156103
0.030000000000000002,0.011289510664171094,0.725,64.2005719571314,1.8075388971766349
0.030000000000000002,0.011289510664171094,0.8,353.1391320262463,2.5479458452363204
0.030000000000000002,0.013286669764708835,0.05,40.03813290300473,1.6024738168385357
0.030000000000000002,0.013286669764708835,0.125,80.96736996424909,1.9083100324642162
0.030000000000000002,0.013286669764708835,0.2,46.28184659181307,1.6654106784697682
0.030000000000000002,0.013286669764708835,0.27499999999999997,61.397337418833914,1.788149537763628
0.030000000000000002,0.013286669764708835,0.35,144.55453569761653,2.160031723108319
0.030000000000000002,0.013286669764708835,0.425,120.31978132494595,2.0803370339402565
0.030000000000000002,0.013286669764708835,0.49999999999999994,120.40511709834783,2.0806449443998107
0.030000000000000002,0.013286669764708835,0.5750000000000001,123.97566677155163,2.0933364527117004
0.030000000000000002,0.013286669764708835,0.65,201.4884381319919,2.3042501303801592
0.030000000000000002,0.013286669764708835,0.725,2361.7062309632793,3.373225875408675
0.030000000000000002,0.013286669764708835,0.8,22.464291423239057,1.351492724472311
0.030000000000000002,0.015637134211378124,0.05,35.368912675094755,1.54862170876966
0.030000000000000002,0.015637134211378124,0.125,26.16444780196895,1.4177115734311805
0.030000000000000002,0.015637134211378124,0.2,61.89433692132558,1.7916509146690682
0.030000000000000002,0.015637134211378124,0.27499999999999997,48.93632188257194,1.6896313241058378
0.030000000000000002,0.015637134211378124,0.35,64.1105570556744,1.8069295504784044
0.030000000000000002,0.015637134211378124,0.425,91.83046831823998,1.9629867991434022
0.030000000000000002,0.015637134211378124,0.49999999999999994,59.3763838003245,1.77361374423026
0.030000000000000002,0.015637134211378124,0.5750000000000001,261.69774440875864,2.417799979441367
0.030000000000000002,0.015637134211378124,0.65,416.39114420772404,2.619501484376883
0.030000000000000002,0.015637134211378124,0.725,194.20502699145266,2.2882604674174662
0.030000000000000002,0.015637134211378124,0.8,160.7703904772103,2.2062060665738223
0.030000000000000002,0.018403405117671374,0.05,43.25502040045108,1.6360365211806633
0.030000000000000002,0.018403405117671374,0.125,30.343249247501564,1.4820620845160877
0.030000000000000002,0.018403405117671374,0.2,78.72441903460475,1.8961094643419723
0.030000000000000002,0.018403405117671374,0.27499999999999997,55.94479891162103,1.7477597171560915
0.030000000000000002,0.018403405117671374,0.35,210.8429875869183,2.323959161419415
0.030000000000000002,0.018403405117671374,0.425,421.84714099468107,2.625155110087906
0.030000000000000002,0.018403405117671374,0.49999999999999994,644.6772652204326,2.8093423549273937
0.030000000000000002,0.018403405117671374,0.5750000000000001,105.52881121933974,2.0233710458455336
0.030000000000000002,0.018403405117671374,0.65,30.686101031093187,1.4869417105806664
0.030000000000000002,0.018403405117671374,0.725,2687.3575584506684,3.4293254540517344
0.030000000000000002,0.018403405117671374,0.8,17.137211724773703,1.2339401623333506
0.030000000000000002,0.021659040291327404,0.05,24.892813442153646,1.3960739843286034
0.030000000000000002,0.021659040291327404,0.125,38.11945625718713,1.5811466971554966
0.030000000000000002,0.021659040291327404,0.2,183.54218935722787,2.2637359078199517
0.030000000000000002,0.021659040291327404,0.27499999999999997,151.31358865730473,2.1798779314196572
0.030000000000000002,0.021659040291327404,0.35,204.3430256688871,2.3103598196096096
0.030000000000000002,0.021659040291327404,0.425,211.3997257637301,2.325104419587415
0.030000000000000002,0.021659040291327404,0.49999999999999994,62.56092079688561,1.796303132220325
0.030000000000000002,0.021659040291327404,0.5750000000000001,135.05625981047618,2.1305147183875457
0.030000000000000002,0.021659040291327404,0.65,900.8335171352528,2.954644536517139
0.030000000000000002,0.021659040291327404,0.725,252.04921510011866,2.401485349351166
0.030000000000000002,0.021659040291327404,0.8,238.73203078768367,2.377910692408897
0.030000000000000002,0.02549061020728657,0.05,81.66654760224728,1.9120441964727308
0.030000000000000002,0.02549061020728657,0.125,417.1963374029878,2.6203404870683618
0.030000000000000002,0.02549061020728657,0.2,309.0991931859226,2.4900978714646023
0.030000000000000002,0.02549061020728657,0.27499999999999997,323.0468951546326,2.509265571335977
0.030000000000000002,0.02549061020728657,0.35,58.96596136148863,1.7706013835267684
0.030000000000000002,0.02549061020728657,0.425,102.71436607607296,2.011631190152589
0.030000000000000002,0.02549061020728657,0.49999999999999994,256.27860733110566,2.408712355283693
0.030000000000000002,0.02549061020728657,0.5750000000000001,156.78180001175804,2.1952956462742956
0.030000000000000002,0.02549061020728657,0.65,155.27690175989233,2.191106856988716
0.030000000000000002,0.02549061020728657,0.725,144.38718772354335,2.1595286575837997
0.030000000000000002,0.02549061020728657,0.8,130.16224543151858,2.1144850320162836
0.030000000000000002,0.03,0.05,221.9678026266445,2.34628998275835
0.030000000000000002,0.03,0.125,701.6343763833355,2.846110859017978
0.030000000000000002,0.03,0.2,235.7150523907374,2.3723873167691503
0.030000000000000002,0.03,0.27499999999999997,511.81575825424665,2.7091136532149167
0.030000000000000002,0.03,0.35,537.9134677238334,2.730712417836268
0.030000000000000002,0.03,0.425,90.70857110682199,1.9576483257428505
0.030000000000000002,0.03,0.49999999999999994,143.61904985747438,2.157212049232671
0.030000000000000002,0.03,0.5750000000000001,205.28065955379182,2.3123480343938314
0.030000000000000002,0.03,0.65,329.4070417883692,2.5177328789173523
0.030000000000000002,0.03,0.725,148.74894136061866,2.172453883557712
0.030000000000000002,0.03,0.8,76.30472559739283,1.882551434905339
0.034999999999999996,0.005,0.05,135.11174545178633,2.1306931044859385
0.034999999999999996,0.005,0.125,88.4080366128176,1.946491745759188
0.034999999999999996,0.005,0.2,31.348318093810786,1.4962142449379752
0.034999999999999996,0.005,0.27499999999999997,24.470532449456858,1.3886434191819992
0.034999999999999996,0.005,0.35,29.013590880692565,1.4626014827895606
0.034999999999999996,0.005,0.425,65.28190394428826,1.8147928121128432
0.034999999999999996,0.005,0.49999999999999994,36.52527777059143,1.5625935273791307
0.034999999999999996,0.005,0.5750000000000001,14.860502219656352,1.1720334869171416
0.034999999999999996,0.005,0.65,36.49960541827283,1.56228816950872
0.034999999999999996,0.005,0.725,84.39371915943491,1.9263101262950886
0.034999999999999996,0.005,0.8,99.15979859163579,1.9963356359797086
0.034999999999999996,0.005884519781214263,0.05,263.49897167995033,2.420778924692419
0.034999999999999996,0.005884519781214263,0.125,558.2656241234035,2.7468408864691822
0.034999999999999996,0.005884519781214263,0.2,260.74455364556735,2.4162152457797594
0.034999999999999996,0.005884519781214263,0.27499999999999997,22.643367746753572,1.354941019912894
0.034999999999999996,0.005884519781214263,0.35,49.157307396575,1.691588086280416
0.034999999999999996,0.005884519781214263,0.425,26.798965448853313,1.4281180287852604
0.034999999999999996,0.005884519781214263,0.49999999999999994,59.295421820732486,1.7730211629300603
0.034999999999999996,0.005884519781214263,0.5750000000000001,26.149964220027268,1.417471098975555
0.034999999999999996,0.005884519781214263,0.65,87.11884796557561,1.9401121238011905
0.034999999999999996,0.005884519781214263,0.725,59.9029788160937,1.777448419237823
0.034999999999999996,0.005884519781214263,0.8,71.87096112526689,1.8565534526848932
0.034999999999999996,0.006925514611100392,0.05,134.77733448855892,2.129616863013889
0.034999999999999996,0.006925514611100392,0.125,181.65147518983343,2.2592389291142467
0.034999999999999996,0.006925514611100392,0.2,82.53431907349014,1.9166345726109
0.034999999999999996,0.006925514611100392,0.27499999999999997,65.65554474291851,1.8172714090175444
0.034999999999999996,0.006925514611100392,0.35,77.33418060832557,1.8883714883372464
0.034999999999999996,0.006925514611100392,0.425,36.08733943458988,1.5573548645624387
0.034999999999999996,0.006925514611100392,0.49999999999999994,37.85295133394546,1.5780997464008881
0.034999999999999996,0.006925514611100392,0.5750000000000001,89.91355180367447,1.953825153690993
0.034999999999999996,0.006925514611100392,0.65,58.605696630516995,1.7679398326555416
0.034999999999999996,0.006925514611100392,0.725,124.53126473685344,2.095278398806022
0.034999999999999996,0.006925514611100392,0.8,38.721293273642566,1.5879498541174208
0.034999999999999996,0.008150665544821734,0.05,52.58043926824682,1.7208242099745812
0.034999999999999996,0.008150665544821734,0.125,402.43441952973996,2.6046951181029656
0.034999999999999996,0.008150665544821734,0.2,141.68839456468683,2.1513342794434607
0.034999999999999996,0.008150665544821734,0.27499999999999997,32.53520338516553,1.5123535259547372
0.034999999999999996,0.008150665544821734,0.35,68.68076747726862,1.8368351395651812
0.034999999999999996,0.008150665544821734,0.425,28.269589967662874,1.4513195093712727
0.034999999999999996,0.008150665544821734,0.49999999999999994,79.06617208798025,1.8979907133604272
0.034999999999999996,0.008150665544821734,0.5750000000000001,77.20208273709342,1.887629016773895
0.034999999999999996,0.008150665544821734,0.65,20.44262024037428,1.3105365608855584
0.034999999999999996,0.008150665544821734,0.725,205.7476402023476,2.313334862824886
0.034999999999999996,0.008150665544821734,0.8,77.52412078142466,1.889436849505418
0.034999999999999996,0.009592550525713006,0.05,234.6719394705092,2.37046116262083
0.034999999999999996,0.009592550525713006,0.125,308.36083910548444,2.48905921879432
0.034999999999999996,0.009592550525713006,0.2,105.99417354970834,2.025281992955744
0.034999999999999996,0.009592550525713006,0.27499999999999997,52.82713033232242,1.7228570196461142
0.034999999999999996,0.009592550525713006,0.35,30.024361649025682,1.4774737825944182
0.034999999999999996,0.009592550525713006,0.425,87.44671351236778,1.941743492142149
0.034999999999999996,0.009592550525713006,0.49999999999999994,56.57953416435642,1.7526593674638085
0.034999999999999996,0.009592550525713006,0.5750000000000001,67.87590439848867,1.8317156293027057
0.034999999999999996,0.009592550525713006,0.65,68.45002738136323,1.835373626196416
0.034999999999999996,0.009592550525713006,0.725,17.815329734272655,1.2507938648823687
0.034999999999999996,0.009592550525713006,0.8,38.44141279722454,1.5847993404627818
0.034999999999999996,0.011289510664171094,0.05,68.61335111595136,1.8364086310393497
0.034999999999999996,0.011289510664171094,0.125,162.1593152187043,2.2099419017100757
0.034999999999999996,0.011289510664171094,0.2,135.69102243176886,2.1325511148865584
0.034999999999999996,0.011289510664171094,0.27499999999999997,67.8322035917377,1.831435925751256
0.034999999999999996,0.011289510664171094,0.35,79.60183167277323,1.9009230611575907
0.034999999999999996,0.011289510664171094,0.425,97.74145515767238,1.9900788004404963
0.034999999999999996,0.011289510664171094,0.49999999999999994,38.86152371925359,1.5895198248250224
0.034999999999999996,0.011289510664171094,0.5750000000000001,68.22232294750441,1.8339265029064316
0.034999999999999996,0.011289510664171094,0.65,99.80980270408774,1.9991731971112714
0.034999999999999996,0.011289510664171094,0.725,77.33459318749156,1.8883738052994974
0.034999999999999996,0.011289510664171094,0.8,74.99140134126657,1.8750114692033613
0.034999999999999996,0.013286669764708835,0.05,58.44656328051535,1.7667589792756369
0.034999999999999996,0.013286669764708835,0.125,118.17167451236001,2.072513389597733
0.034999999999999996,0.013286669764708835,0.2,95.76528837519089,1.9812081207812664
0.034999999999999996,0.013286669764708835,0.27499999999999997,50.18288948228085,1.7005556639551136
0.034999999999999996,0.013286669764708835,0.35,65.30525191229786,1.814948109067
0.034999999999999996,0.013286669764708835,0.425,76.90517700326832,1.8859555760598832
0.034999999999999996,0.013286669764708835,0.49999999999999994,110.32372686338346,2.0426689243866436
0.034999999999999996,0.013286669764708835,0.5750000000000001,107.41063639501252,2.031047289733537
0.034999999999999996,0.013286669764708835,0.65,110.34780195761267,2.042763686775543
0.034999999999999996,0.013286669764708835,0.725,235.689757929052,2.3723407103497722
0.034999999999999996,0.013286669764708835,0.8,396.4654211582648,2.598205315096171
0.034999999999999996,0.015637134211378124,0.05,154.28548112878218,2.1883250591653605
0.034999999999999996,0.015637134211378124,0.125,29.722938522259348,1.473091743208185
0.034999999999999996,0.015637134211378124,0.2,91.33906325458324,1.9606565533028235
0.034999999999999996,0.015637134211378124,0.27499999999999997,47.786708708761275,1.6793071196849179
0.034999999999999996,0.015637134211378124,0.35,59.06034047164984,1.7712959462615108
0.034999999999999996,0.015637134211378124,0.425,108.99350660816845,2.037400625204449
0.034999999999999996,0.015637134211378124,0.49999999999999994,87.81241585290388,1.9435559254184889
0.034999999999999996,0.015637134211378124,0.5750000000000001,167.81102245858605,2.2248204835232155
0.034999999999999996,0.015637134211378124,0.65,94.04502290721126,1.973335816567635
0.034999999999999996,0.015637134211378124,0.725,591.6078577583786,2.7720339336792175
0.034999999999999996,0.015637134211378124,0.8,16.69366704645322,1.2225517472908913
0.034999999999999996,0.018403405117671374,0.05,143.52662469518793,2.156932471701728
0.034999999999999996,0.018403405117671374,0.125,39.88672333733059,1.6008283608281288
0.034999999999999996,0.018403405117671374,0.2,64.16136124926601,1.807273569377937
0.034999999999999996,0.018403405117671374,0.27499999999999997,104.16228947076351,2.01771051705353
0.034999999999999996,0.018403405117671374,0.35,91.36130028209774,1.9607622719582682
0.034999999999999996,0.018403405117671374,0.425,75.31636166848953,1.8768893322492597
0.034999999999999996,0.018403405117671374,0.49999999999999994,52.07752276284892,1.7166503174185679
0.034999999999999996,0.018403405117671374,0.5750000000000001,133.2817652449559,2.1247707360965262
0.034999999999999996,0.018403405117671374,0.65,589.9394722018843,2.770807455307916
0.034999999999999996,0.018403405117671374,0.725,109.11302227892364,2.0378765852939518
0.034999999999999996,0.018403405117671374,0.8,208.60297892135077,2.3193205060074207
0.034999999999999996,0.021659040291327404,0.05,19.997675540188805,1.3009795177271055
0.034999999999999996,0.021659040291327404,0.125,41.56293673987623,1.618706226201387
0.034999999999999996,0.021659040291327404,0.2,40.824532138265035,1.6109212162884585
0.034999999999999996,0.021659040291327404,0.27499999999999997,48.122733731095366,1.6823502905424312
0.034999999999999996,0.021659040291327404,0.35,73.77443063952796,1.8679058664801587
0.034999999999999996,0.021659040291327404,0.425,192.2438789131035,2.283852520662893
0.034999999999999996,0.021659040291327404,0.49999999999999994,297.640329447667,2.4736917765711492
0.034999999999999996,0.021659040291327404,0.5750000000000001,77.31536410098282,1.8882658054480619
0.034999999999999996,0.021659040291327404,0.65,48.84340198606619,1.6888059053203783
0.034999999999999996,0.021659040291327404,0.725,265.4726267274549,2.4240197469839866
0.034999999999999996,0.021659040291327404,0.8,25.541844082616233,1.4072522494658746
0.034999999999999996,0.02549061020728657,0.05,40.52207637012487,1.6076916907105534
0.034999999999999996,0.02549061020728657,0.125,77.93181808912026,1.8917148081121744
0.034999999999999996,0.02549061020728657,0.2,50.33612370154831,1.7018797682277174
0.034999999999999996,0.02549061020728657,0.27499999999999997,127.35246250152997,2.105007346947742
0.034999999999999996,0.02549061020728657,0.35,288.8721324873369,2.460705647449148
0.034999999999999996,0.02549061020728657,0.425,62.250975722198994,1.7941461629556605
0.034999999999999996,0.02549061020728657,0.49999999999999994,275.0567000321078,2.4394222282769986
0.034999999999999996,0.02549061020728657,0.5750000000000001,327.34706455447247,2.5150084507918153
0.034999999999999996,0.02549061020728657,0.65,159.54446698887358,2.202881747433526
0.034999999999999996,0.02549061020728657,0.725,363.3510739293527,2.5603264481426065
0.034999999999999996,0.02549061020728657,0.8,191.85635342298204,2.2829761856602393
0.034999999999999996,0.03,0.05,67.46577312569927,1.8290835015338507
0.034999999999999996,0.03,0.125,348.67207605258005,2.5424171676172214
0.034999999999999996,0.03,0.2,736.012575244891,2.8668852345994678
0.034999999999999996,0.03,0.27499999999999997,1694.1489835118907,3.2289515995437115
0.034999999999999996,0.03,0.35,36.567649332030065,1.5630970436046572
0.034999999999999996,0.03,0.425,410.60755107559925,2.6134269317864263
0.034999999999999996,0.03,0.49999999999999994,591.7720834285432,2.7721544736686408
0.034999999999999996,0.03,0.5750000000000001,129.1338705479092,2.1110401683916735
0.034999999999999996,0.03,0.65,603.225345024207,2.7804795804958604
0.034999999999999996,0.03,0.725,229.9035254952195,2.3615456310838954
0.034999999999999996,0.03,0.8,66.29798599292012,1.821500335562441
0.04,0.005,0.05,89.58251584902216,1.952223255072331
0.04,0.005,0.125,166.36388589202238,2.221059055968881
0.04,0.005,0.2,65.83779277096339,1.8184752626134
0.04,0.005,0.27499999999999997,44.88360232403406,1.652087705794156
0.04,0.005,0.35,31.332123582646044,1.4959898308526767
0.04,0.005,0.425,193.94777831791367,2.2876848090982467
0.04,0.005,0.49999999999999994,15.404343222742856,1.1876431865335733
0.04,0.005,0.5750000000000001,152.21025102262664,2.182443902189103
0.04,0.005,0.65,180.9127645477358,2.2574692101825
0.04,0.005,0.725,388.7127002973781,2.589628730440793
0.04,0.005,0.8,228.83412185177045,2.3595207833510696
0.04,0.005884519781214263,0.05,354.77417576851536,2.5499519997464746
0.04,0.005884519781214263,0.125,137.11559707173862,2.1370868591433827
0.04,0.005884519781214263,0.2,63.66704444898235,1.8039146895168865
0.04,0.005884519781214263,0.27499999999999997,19.69093417057205,1.294266320277315
0.04,0.005884519781214263,0.35,31.299705853556596,1.495540256179755
0.04,0.005884519781214263,0.425,10.889994628441082,1.03702766553732
0.04,0.005884519781214263,0.49999999999999994,40.95361487631416,1.6122922419095609
0.04,0.005884519781214263,0.5750000000000001,40.39316344524224,1.6063078668618176
0.04,0.005884519781214263,0.65,23.52065559827473,1.3714494227929164
0.04,0.005884519781214263,0.725,91.56601502807379,1.9617343140123074
0.04,0.005884519781214263,0.8,62.224580174577454,1.793961975132307
0.04,0.006925514611100392,0.05,114.4864087738866,2.0587539325723956
0.04,0.006925514611100392,0.125,301.0335735921872,2.478614934174279
0.04,0.006925514611100392,0.2,66.36738405338211,1.8219546997639204
0.04,0.006925514611100392,0.27499999999999997,85.00658992959488,1.9294525946451477
0.04,0.006925514611100392,0.35,51.73518300604508,1.7137859896823735
0.04,0.006925514611100392,0.425,36.38785188077627,1.560956418217132
0.04,0.006925514611100392,0.49999999999999994,90.85532360043442,1.9583503795533095
0.04,0.006925514611100392,0.5750000000000001,52.3031184244788,1.7185275832108498
0.04,0.006925514611100392,0.65,64.30440642172378,1.8082407337184836
0.04,0.006925514611100392,0.725,134.97641484880685,2.1302578885256405
0.04,0.006925514611100392,0.8,29.517098360116716,1.470073662496287
0.04,0.008150665544821734,0.05,44.05611631772138,1.6440062101065531
0.04,0.008150665544821734,0.125,221.13706038206504,2.344661532133944
0.04,0.008150665544821734,0.2,59.92375821762285,1.7775990430424131
0.04,0.008150665544821734,0.27499999999999997,45.01123571710365,1.6533209360167407
0.04,0.008150665544821734,0.35,54.32058044262907,1.7349644019514594
0.04,0.008150665544821734,0.425,41.69154428498501,1.6200479820062732
0.04,0.008150665544821734,0.49999999999999994,100.21865981545152,2.0009485907967415
0.04,0.008150665544821734,0.5750000000000001,145.22434947230704,2.162039439744788
0.04,0.008150665544821734,0.65,94.82572483143382,1.9769261710593935
0.04,0.008150665544821734,0.725,45.04531346228711,1.653649613442872
0.04,0.008150665544821734,0.8,53.36458731747764,1.727253155260746
0.04,0.009592550525713006,0.05,198.84813650166575,2.2985215253655706
0.04,0.009592550525713006,0.125,631.2690165100192,2.8002144741223147
0.04,0.009592550525713006,0.2,120.77618071691892,2.081981291874443
0.04,0.009592550525713006,0.27499999999999997,42.46331156294406,1.6280138602358165
0.04,0.009592550525713006,0.35,54.59642646740773,1.7371642174982267
0.04,0.009592550525713006,0.425,57.82426111230539,1.762110091993479
0.04,0.009592550525713006,0.49999999999999994,72.16262330827597,1.8583123126103849
0.04,0.009592550525713006,0.5750000000000001,49.20089151388223,1.6919729721993064
0.04,0.009592550525713006,0.65,43.557542217300416,1.6390633662265695
0.04,0.009592550525713006,0.725,43.46148155647005,1.6381045268817098
0.04,0.009592550525713006,0.8,30.398409178475767,1.4828508565335174
0.04,0.011289510664171094,0.05,35.27764064758329,1.54749953201537
0.04,0.011289510664171094,0.125,213.06535194593113,2.3285128317784394
0.04,0.011289510664171094,0.2,73.22937341317265,1.864685318113831
0.04,0.011289510664171094,0.27499999999999997,40.67855555325131,1.609365523248007
0.04,0.011289510664171094,0.35,56.92122483857064,1.7552742367198577
0.04,0.011289510664171094,0.425,100.30742342059547,2.001333074907772
0.04,0.011289510664171094,0.49999999999999994,53.61829030210771,1.7293129617505858
0.04,0.011289510664171094,0.5750000000000001,113.50033095707869,2.0549971278958683
0.04,0.011289510664171094,0.65,20.610061901650536,1.3140792961705217
0.04,0.011289510664171094,0.725,85.5007605947967,1.9319699781276338
0.04,0.011289510664171094,0.8,76.05130615162179,1.8811066772919844
0.04,0.013286669764708835,0.05,69.92231548299416,1.8446158015605119
0.04,0.013286669764708835,0.125,91.26400202092907,1.960299509116651
0.04,0.013286669764708835,0.2,110.23037926926031,2.0423013016916216
0.04,0.013286669764708835,0.27499999999999997,82.42485655287872,1.9160581999965989
0.04,0.013286669764708835,0.35,66.38734628269096,1.8220853088364366
0.04,0.013286669764708835,0.425,123.61033631844325,2.0920547880535425
0.04,0.013286669764708835,0.49999999999999994,82.3248971756731,1.9155311969476785
0.04,0.013286669764708835,0.5750000000000001,75.10128983794023,1.8756473959214734
0.04,0.013286669764708835,0.65,79.04880595771624,1.8978953142443002
0.04,0.013286669764708835,0.725,198.39866975507826,2.2975387559231706
0.04,0.013286669764708835,0.8,95.26204146782537,1.9789198842164237
0.04,0.015637134211378124,0.05,40.50336042442498,1.6074910566280434
0.04,0.015637134211378124,0.125,58.41774081131661,1.766544757496302
0.04,0.015637134211378124,0.2,143.6299189994793,2.157244915553597
0.04,0.015637134211378124,0.27499999999999997,88.45036143272475,1.946699611897152
0.04,0.015637134211378124,0.35,49.63486645575703,1.6957868577334987
0.04,0.015637134211378124,0.425,74.21566003132777,1.8704955541685835
0.04,0.015637134211378124,0.49999999999999994,84.94967139977886,1.9291617032811232
0.04,0.015637134211378124,0.5750000000000001,85.5768133544438,1.9323561105149667
0.04,0.015637134211378124,0.65,131.94582532767893,2.120395654004086
0.04,0.015637134211378124,0.725,59.633454622850124,1.7754899691676818
0.04,0.015637134211378124,0.8,382.46430998043195,2.5825909147792245
0.04,0.018403405117671374,0.05,23.712380247385493,1.3749751506218217
0.04,0.018403405117671374,0.125,34.70538766763378,1.540396899940621
0.04,0.018403405117671374,0.2,31.36468626307976,1.4964409477032687
0.04,0.018403405117671374,0.27499999999999997,70.30149254358389,1.8469645454545545
0.04,0.018403405117671374,0.35,72.51745147254138,1.8604425330012326
0.04,0.018403405117671374,0.425,90.92244609706422,1.9586711110846877
0.04,0.018403405117671374,0.49999999999999994,81.40804661674211,1.910667333986682
0.04,0.018403405117671374,0.5750000000000001,69.51823534877092,1.8420987394472546
0.04,0.018403405117671374,0.65,143.34461856626245,2.1563813933351956
0.04,0.018403405117671374,0.725,572.4271738258949,2.757720242073272
0.04,0.018403405117671374,0.8,70.67460754828765,1.8492634055579307
0.04,0.021659040291327404,0.05,63.82657585453061,1.80500154617865
0.04,0.021659040291327404,0.125,49.35646216533619,1.6933440222339111
0.04,0.021659040291327404,0.2,24.7868313052689,1.3942210110520246
0.04,0.021659040291327404,0.27499999999999997,37.23347709415755,1.5709335952378125
0.04,0.021659040291327404,0.35,66.47862232888394,1.8226820107585586
0.04,0.021659040291327404,0.425,186.0852334144121,2.269711911545164
0.04,0.021659040291327404,0.49999999999999994,73.32894731307124,1.8652754504475968
